Incident Id;Primary Charge;Street;City;State;Zipcode;Date of Arrest;Time of Arrest;Age;Race;Gender;Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present;Disposition;latitude_longitude
40515;ASSAULT-SIMPLE;117 OLD DURHAM RD;CHAPEL HILL;NC;27517;2019-08-26;10:17 PM;25;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.94424056,-79.01174063
40498;FAIL TO APPEAR/COMPL;214 W ROSEMARY ST;CHAPEL HILL;NC;27516;2019-08-26;8:51 AM;27;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.913341985,-79.058293957
40496;PUBLIC URINATION;107 EPHESUS CHURCH RD/LEGION RD;CHAPEL HILL;NC;27517;2019-08-26;8:15 PM;57;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.935056,-79.0219395
40497;AFFRAY/ASSAULT & BATTERY;117 OLD DURHAM RD;CHAPEL HILL;NC;27517;2019-08-26;10:17 PM;55;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.94424056,-79.01174063
40495;ASSAULT-SIMPLE;233 MCCAULEY STREET;CHAPEL HILL;NC;27514;2019-08-26;7:27 AM;21;W;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.907198362,-79.057233541
40492;POSS MARIJUANA MISD;143 W FRANKLIN ST/CHURCH ST;CHAPEL HILL;NC;27516;2019-08-25;12:15 AM;22;W;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.91225,-79.058142
40489;AFFRAY/ASSAULT & BATTERY;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-25;3:02 AM;21;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912862,-79.0553025
40490;AFFRAY/ASSAULT & BATTERY;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-25;2:43 AM;22;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912862,-79.0553025
40485;OPEN CONTAINER;127 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-25;2:59 AM;25;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913560552,-79.054784832
40487;AFFRAY/ASSAULT & BATTERY  M;;CHAPEL HILL;NC;;2019-08-25;2:43 AM;22;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.91489,-79.05677
40491;DRUNK / DISRUPTIVE;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-25;3:06 AM;25;B;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912862,-79.0553025
40494;AFFRAY/ASSAULT & BATTERY;104 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-25;2:58 AM;26;B;F;N;ON VIEW;Y;;CLEARED BY ARREST;35.913252131,-79.055320524
40482;POSSESSION MARIJUANA;201 S ESTES DR;CHAPEL HILL;NC;27514;2019-08-24;3:46 AM;22;B;M;;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.929737,-79.026858
40480;POSSESSION MARIJUANA;201 S ESTES DR;CHAPEL HILL;NC;27514;2019-08-24;3:00 AM;20;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.929737,-79.026858
40475;OPEN CONTAINER;608 CHURCH ST/CALDWELL ST;CHAPEL HILL;NC;27516;2019-08-24;12:30 AM;21;W;M;;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.917407,-79.061121
40478;UNDERAGE POSSESSION;180 E FRANKLIN ST/HENDERSON ST;CHAPEL HILL;NC;27514;2019-08-24;1:55 AM;20;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.914266,-79.0528815
40476;POSSESS FRAUDULENT FORMS OF ID;208 W FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-24;1:30 AM;20;W;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.911976886,-79.058913888
40481;DRUNK / DISRUPTIVE;108 EAST FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-24;1:27 PM;56;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912817,-79.05519
40484;OPEN CONTAINER;147 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-24;11:55 PM;21;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913788245,-79.05420397
40483;UNDERAGE POSSESSION;512 CHURCH ST/BROOKS ST;CHAPEL HILL;NC;27516;2019-08-24;11:50 PM;19;W;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.916741,-79.06077
40486;UNDERAGE POSSESSION;416 CHURCH ST/MCDADE ST;CHAPEL HILL;NC;27516;2019-08-24;11:00 PM;19;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.91585,-79.0602615
40493;POSS MARIJUANA MISD;410 MITCHELL LN/N ROBERSON ST;CHAPEL HILL;NC;27516;2019-08-24;1:42 AM;49;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914599,-79.063299
40488;UNDERAGE POSSESSION;122 STINSON ST/ISLEY ST;CHAPEL HILL;NC;27516;2019-08-24;10:40 AM;20;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.919576,-79.05762
40479;OPEN CONTAINER;307 N COLUMBIA ST/CARR ST;CHAPEL HILL;NC;27516;2019-08-23;10:40 PM;21;W;F;N;SUMMONED/CITED;Y;UNARMED;;35.915706,-79.057359
40470;IMPAIRED DRIVING DWI;FORDHAM BLVD/ERWIN RD;CHAPEL HILL;NC;27514;2019-08-23;2:40 AM;26;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.942256,-79.0183395
40474;ASSAULT ON FEMALE/SIMPLE ASSAULT;EAST LAKEVIEW/WEST LAKEVIEW;DURHAM;NC;27707;2019-08-23;12:05 PM;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;HANDGUN;CLEARED BY ARREST;35.948637,-79.0022385
40477;UNDERAGE POSSESSION;110 W CAMERON AVE/PITTSBORO ST;CHAPEL HILL;NC;27516;2019-08-23;11:55 PM;20;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910279,-79.0554915
40473;LARCENY -  ALL OTHER;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-23;1:02 PM;49;B;M;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.912862,-79.0553025
40471;ASSAULT ON GOVERNMENT OFFICIAL;132 S COLUMBIA ST;CHAPEL HILL;NC;27516;2019-08-23;12:05 AM;23;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.910819,-79.0549605
40469;ASSAULT BY STRANGULATION;114 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-22;2:42 PM;47;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.913328046,-79.055119948
40466;FAIL TO APPEAR/COMPL;110 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-21;2:31 PM;58;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.912920723,-79.05648283
40467;IMPAIRED DRIVING DWI;HAMILTON RD/NC 54;CHAPEL HILL;NC;27517;2019-08-21;10:06 PM;22;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.908101,-79.0238115
40468;MISDEMEANOR LARCENY;FORDHAM BLVD AND SCARLETT DR;CHAPEL HILL;NC;;2019-08-21;3:15 PM;40;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.944443,-79.0124715
40464;ASSAULT-SIMPLE;1547 FOUNTAIN RIDGE RD;CHAPEL HILL;NC;27517;2019-08-21;8:35 AM;30;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.936869807,-79.011950082
40465;PUBLIC URINATION;EPHESUS CHURCH RD. NEAR LEGION RD.;CHAPEL HILL;NC;;2019-08-21;8:20 AM;45;W;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.93262046,-79.011839138
40517;LARCENY -  ALL OTHER;107 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-21;7:49 AM;34;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.91333573,-79.055388188
40463;POSSESSION MARIJUANA;S ESTES EXT/ OLD GREENSBORO;CHAPEL HILL;NC;27514;2019-08-20;11:28 PM;19;W;M;H;ON VIEW;Y;;CLEARED BY ARREST;35.917524,-79.0750485
40472;HARASSING PHONE CALLS;418 COPPERLINE DR;CHAPEL HILL;NC;27516;2019-08-20;2:30 PM;35;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.883028833,-79.066662354
40462;FAIL TO APPEAR/COMPL;MCMASTERS ST/ CHURCH ST;CHAPEL HILL;NC;;2019-08-20;7:12 PM;22;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.91873,-79.061922
40457;BREAKING/LARC-FELONY;122 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-19;12:43 AM;49;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913441114,-79.05492899
40458;ASSAULT INF SER INJURY MINOR PRESENT;216 HAYES RD;CHAPEL HILL;NC;27517;2019-08-19;11:53 AM;22;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.916454813,-79.026038133
40459;DRUNK / DISRUPTIVE;173 EAST FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-19;3:52 PM;61;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914100342,-79.053391728
40453;FAIL TO APPEAR/COMPL;5623 FORDHAM BLVD;CHAPEL HILL;NC;27514;2019-08-18;2:08 PM;31;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.929338389,-79.024222068
40455;IMPAIRED DRIVING DWI;120 BANKS DR;CHAPEL HILL;NC;27514;2019-08-18;12:06 AM;33;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.962029,-79.055811
40456;LARCENY -  ALL OTHER;200 PERKINS DR;CHAPEL HILL;NC;27514;2019-08-18;7:00 PM;30;B;M;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.966865415,-79.056895344
40452;IMPAIRED DRIVING DWI;9850 SEAWELL SCHOOL RD/IRONWOODS DR;CHAPEL HILL;NC;27516;2019-08-17;4:32 AM;42;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;;CLEARED BY ARREST;35.930502,-79.07013
40454;TRESPASSING;317 S ESTES DR;CHAPEL HILL;NC;27517;2019-08-17;3:30 PM;30;B;M;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.924517,-79.023528
40447;FORGERY-UTTERING;106 SHADOWOOD DR;CHAPEL HILL;NC;27514;2019-08-16;2:09 AM;61;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.93727,-79.054164
40451;OPEN CONTAINER;1720 FORDHAM BLVD;CHAPEL HILL;NC;;2019-08-16;6:51 PM;69;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.937490238,-79.022976958
40460;HIBITUAL DWI;741 E FRANKLIN ST/GLENDALE DR;CHAPEL HILL;NC;27514;2019-08-16;2:36 AM;28;W;M;N;ON VIEW;Y;;CLEARED BY ARREST;35.918037,-79.04025
40450;POSSESSION MARIJUANA 1/2 OZ TO 1 1/2 OZ;WEAVER DAIRY RD X/PALAFOX DR;CHAPEL HILL;NC;27516;2019-08-16;1:28 AM;18;U;F;N;SUMMONED/CITED;Y;UNARMED;;35.963919,-79.06455
40448;TRESPASS;101 MANNING DR;CHAPEL HILL;NC;27514;2019-08-16;3:43 AM;65;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.905356,-79.0510815
40461;HIT/RUN LEAVE SCENE OF PROPERTY DAMAGE;WEAVER DAIRY RD X/PALAFOX DR;CHAPEL HILL;NC;27516;2019-08-15;11:52 PM;20;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);U;;CLEARED BY ARREST;35.963919,-79.06455
40449;CITY ORDINANCE VIOLATION;109 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-15;9:41 PM;61;W;M;N;SUMMONED/CITED;Y;UNARMED;;35.913398604,-79.055220268
40445;IMPAIRED DRIVING DWI;180 E FRANKLIN ST/HENDERSON ST;CHAPEL HILL;NC;27514;2019-08-15;5:15 AM;36;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914266,-79.0528815
40446;FAIL RETUR RENT PROP;140 FORMOSA LN;CHAPEL HILL;NC;27517;2019-08-15;2:27 PM;28;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.941084284,-79.015869177
40444;ASSAULT & BATTERY;200 S MERRITT MILL RD;CHAPEL HILL;NC;27510;2019-08-15;12:11 AM;30;W;F;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.90699405,-79.063958018
40442;LARCENY -  ALL OTHER;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-14;12:20 PM;49;W;M;H;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
40443;OPEN CONTAINER;1800 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;;2019-08-14;9:03 PM;73;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.96823,-79.058646
40440;IMPAIRED DRIVING DWI;625 E FRANKLIN ST/PARK PLACE DR;CHAPEL HILL;NC;27514;2019-08-14;2:39 AM;25;W;F;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.916808475,-79.043548168
40441;FAIL TO APPEAR/COMPL  M;828 MARTIN LUTHER KING BLVD;CHAPEL HILL;NC;27514;2019-08-14;1:21 PM;20;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
40434;ASSAULT ON FEMALE;205 NEW PARKSIDE DR;CHAPEL HILL;NC;27516;2019-08-13;12:00 PM;20;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.956900929,-79.0594876
40433;FAIL TO APPEAR/COMPL;110 N COLUMBIA ST;CHAPEL HILL;NC;27514;2019-08-13;11:23 AM;54;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913534579,-79.055955824
40439;PHYSICAL SIMPLE ASSAULT-NON AGGRAVATED;1002 WILLOW DR;CHAPEL HILL;NC;27514;2019-08-13;5:31 PM;39;A;F;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.931006,-79.0268805
40438;MISUSE OF 911;2 MAPLE DR;CHAPEL HILL;NC;27514;2019-08-13;11:01 PM;57;W;F;N;SUMMONED/CITED;N;UNARMED;;35.930839402,-79.052902439
40437;FAIL TO APPEAR/COMPL;144 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-13;6:59 PM;47;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.91351,-79.0541595
40436;FAIL TO APPEAR/COMPL;138 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-13;6:59 PM;51;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.913447,-79.054362
40432;CONSUMING ON UNAUTHORIZED PREMISES;310 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-12;3:57 PM;46;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.911379933,-79.060454434
40431;FAIL TO APPEAR;110 N COLUMBIA ST;CHAPEL HILL;NC;27514;2019-08-12;12:20 PM;61;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913534579,-79.055955824
40430;FTA-FAILURE TO WEAR REFLECTIVE EQUIPMENT;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-11;11:53 PM;54;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.936523,-79.0253685
40428;OPEN CONTAINER;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-11;4:23 PM;49;B;M;N;SUMMONED/CITED;;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
40426;IMPAIRED DRIVING DWI;200 N COLUMBIA ST;CHAPEL HILL;NC;27514;2019-08-11;3:06 AM;28;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914150453,-79.056267387
40429;OPEN CONTAINER;150 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-11;4:21 PM;36;B;M;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913258,-79.053462
40427;CHILD ABUSE-ASSAULTIVE/ NO INJURY;101 MANNING DR;CHAPEL HILL;NC;27514;2019-08-11;9:30 AM;21;B;F;N;ON VIEW;;UNARMED;CLEARED BY ARREST;35.905356,-79.0510815
40425;LARCENY -  ALL OTHER;128 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-10;12:51 PM;54;B;F;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.913285,-79.0545915
40423;FAIL TO APPEAR/COMPL;320 MCMASTERS ST;CHAPEL HILL;NC;27516;2019-08-09;2:15 PM;24;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.918030796,-79.063804419
40422;POSSESS COUNTERFEIT INSTRUMENT/CURRENCY/CHECK;124 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-08;6:39 PM;33;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.913195,-79.054722
40421;KIDNAPPING;130 SOUTH ESTES DRIVE;CHAPEL HILL;NC;27516;2019-08-08;9:22 AM;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;HANDGUN;CLEARED BY ARREST;35.927670074,-79.031010263
40420;KIDNAPPING;130 S ESTES DR;CHAPEL HILL;NC;27514;2019-08-08;3:53 PM;26;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.927670074,-79.031010263
40418;LARCENY -  ALL OTHER;116 CABERNET DR;CHAPEL HILL;NC;27516;2019-08-07;7:17 AM;27;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.954004793,-79.066742379
40419;OPEN CONTAINER;110 N COLUMBIA ST;CHAPEL HILL;NC;27514;2019-08-07;1:14 PM;61;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913534579,-79.055955824
40424;ROBBERY;828 MLK JR BLVD;CHAPEL HILL;NC;27514;2019-08-07;1:24 AM;52;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
40417;DRUGS-MISD POSS;346 WEAVER DAIRY RD/MUIR LN;CHAPEL HILL;NC;27514;2019-08-06;11:06 AM;19;W;M;H;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.958411,-79.029423
40415;LARCENY -  ALL OTHER  M;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-08-05;3:06 PM;23;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
40414;LARCENY -  ALL OTHER  M;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-08-05;3:06 PM;23;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
40413;IMPAIRED DRIVING DWI;1441 US 15 501 S/WAVE RD;CHAPEL HILL;NC;27517;2019-08-05;5:15 AM;57;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.871093,-79.0684695
40416;LARCENY OF A CELLPHONE;1129 WEAVER DAIRY RD;CHAPEL HILL;NC;27514;2019-08-05;12:47 PM;57;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.962128,-79.054794
40410;FAIL TO APPEAR/COMPL;140 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-04;9:04 AM;53;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.912961,-79.057836
40412;FAIL TO APPEAR/COMPL;5639 OLD CHAPEL HILL RD;DURHAM;NC;27707;2019-08-04;10:10 PM;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;;CLEARED BY ARREST;35.942868,-79.001676
40411;MISDEMEANOR LARCENY;143 W FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-04;7:04 PM;54;B;F;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.911782,-79.0578765
40405;ASSAULT ON FEMALE;1316 BRIGHAM RD;CHAPEL HILL;NC;27517;2019-08-03;7:01 PM;41;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.92301024,-79.015128521
40406;DRIVING WHILE IMPAIRED;1060 NC 54;CHAPEL HILL;NC;27516;2019-08-03;2:19 AM;44;W;M;H;ON VIEW;Y;;CLEARED BY ARREST;35.898624,-79.0643385
40404;CONSUMING ON UNAUTHORIZED PREMISES;325 W ROSEMARY ST;CHAPEL HILL;NC;27516;2019-08-03;12:25 PM;57;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912378852,-79.060639569
40409;PUBLIC CONSUMPTION;109 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-08-03;1:35 PM;61;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913398604,-79.055220268
40408;2ND DEGREE TRESPASS;300 S ESTES DR;CHAPEL HILL;NC;27517;2019-08-03;6:42 PM;50;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.924941587,-79.024770866
40407;FAIL TO REPORT ACCIDENT;1316 BRIGHAM RD;CHAPEL HILL;NC;27517;2019-08-03;5:30 PM;41;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.92301024,-79.015128521
40403;CONSUMING ON UNAUTHORIZED PREMISES;325 W ROSEMARY ST;CHAPEL HILL;NC;27516;2019-08-03;11:12 AM;50;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912378852,-79.060639569
40402;AWDW INTENT TO KILL;800 PRITCHARD AVE X;CHAPEL HILL;NC;27516;2019-08-03;9:50 AM;25;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.921097968,-79.061017738
40400;DRUG PARAPHERNALIA;200 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-02;6:16 AM;28;W;M;H;SUMMONED/CITED;U;LETHAL CUTTING INSTRUMENT;CLEARED BY ARREST;35.912157746,-79.058452358
40397;LARC BY EMPLOYEE;1105 NC 54;CHAPEL HILL;NC;27514;2019-08-02;8:00 AM;23;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.899776,-79.070319
40401;LARCENY -  ALL OTHER;143 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-02;12:00 PM;54;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);U;;CLEARED BY ARREST;35.911782,-79.0578765
40399;FAIL TO APPEAR/COMPL;825 N ESTES DRIVE;CHAPEL HILL;NC;27514;2019-08-02;7:07 PM;34;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.935158995,-79.054911225
40398;SECOND DEGREE TRESPASS;110 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-08-02;8:25 PM;34;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.912920723,-79.05648283
40393;LARCENY -  HYGIENE ITEMS;1718 FORDHAM BLVD;CHAPEL HILL;NC;27517;2019-08-01;4:52 PM;53;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.937700009,-79.022878392
40395;POSS /CONSUMING ALCOHOL PASSENGER AREA OF VEH;MLK JR. BLVD/BOLINWOOD DR;CHAPEL HILL;NC;27516;2019-08-01;3:14 AM;27;B;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.92746,-79.0539885
40392;OPEN CONTAINER;1202 MARTIN LUTHER KING JR BLVD/NORTHFIELD DR;CHAPEL HILL;NC;27514;2019-08-01;3:35 AM;54;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.946225,-79.058349
40435;LARCENY -  ALL OTHER  M;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-08-01;1:00 PM;49;W;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
40394;ASSAULT ON FEMALE/SIMPLE ASSAULT;1718 FORDHAM BLVD;CHAPEL HILL;NC;27517;2019-08-01;5:05 PM;27;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.937700009,-79.022878392
40396;CONCEALING MDSE/SHOPLIFTING;1718 FORDHAM BLVD;CHAPEL HILL;NC;27517;2019-08-01;4:00 PM;53;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.937700009,-79.022878392
40390;ASSAULT-SIMPLE;1315 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;2019-07-30;7:25 AM;47;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.951089604,-79.058255093
40391;ASSAULT-SIMPLE;1315 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;2019-07-30;7:28 AM;56;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.951089604,-79.058255093
40389;2ND DEGREE TRESPASS;300 FORMOSA LN;CHAPEL HILL;NC;27517;2019-07-29;7:17 PM;23;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.941845998,-79.015484359
40388;INDECENT EXPOSURE;169 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-07-29;5:29 PM;61;W;M;N;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.914067024,-79.053481508
40377;IMPAIRED DRIVING DWI;466 W FRANKLIN ST/N ROBERSON ST;CHAPEL HILL;NC;27516;2019-07-28;12:57 AM;33;W;M;H;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.910261,-79.0632405
40386;DEFRAUD INNKEEPER;1502 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-07-28;9:00 PM;33;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.929981709,-79.033956991
40380;IMPAIRED DRIVING DWI;1748 FORDHAM BLVD;CHAPEL HILL;NC;27514;2019-07-28;2:52 AM;22;B;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.940952919,-79.019257831
40381;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;109 SAN JUAN DR;CHAPEL HILL;NC;27514;2019-07-28;11:30 PM;;;;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.963155737,-79.024311994
